FIPS,YEAR,IR-WFrTo
27159,2015,14.25
27161,2015,0.05
27163,2015,1.97
27165,2015,2.31
27167,2015,0.40
27169,2015,0.14
27171,2015,1.85
27173,2015,0.11
28001,2015,0.04
28003,2015,0.16
28005,2015,0.07
28007,2015,0.35
28009,2015,0.85
28011,2015,335.69
28013,2015,1.13
28015,2015,11.44
28017,2015,2.74
28019,2015,0.88
28021,2015,1.99
28023,2015,0.35
28025,2015,0.76
28027,2015,123.92
28029,2015,0.17
28031,2015,0.55
28033,2015,10.26
28035,2015,0.79
28037,2015,0.03
28039,2015,0.45
28041,2015,0.20
28043,2015,1.05
28045,2015,0.05
28047,2015,0.06
28049,2015,0.44
28051,2015,39.13
28053,2015,90.01
28055,2015,34.70
28057,2015,0.04
28059,2015,0.15
28061,2015,0.03
28063,2015,0.52
28065,2015,0.31
28067,2015,0.40
28069,2015,0.12
28071,2015,0.60
28073,2015,0.20
28075,2015,0.11
28077,2015,0.72
28079,2015,0.10
28081,2015,0.34
28083,2015,169.22
28085,2015,0.17
28087,2015,4.43
28089,2015,0.13
28091,2015,0.16
28093,2015,3.24
28095,2015,0.47
28097,2015,0.63
28099,2015,0.02
28101,2015,0.59
28103,2015,16.06
28105,2015,0.28
28107,2015,18.13
28109,2015,0.95
28111,2015,0.43
28113,2015,0.21
28115,2015,1.78
28117,2015,0.01
28119,2015,79.15
28121,2015,0.04
28123,2015,0.06
28125,2015,68.85
28127,2015,1.08
28129,2015,0.12
28131,2015,0.11
28133,2015,255.23
28135,2015,97.03
28137,2015,5.52
28139,2015,0.23
28141,2015,0.64
28143,2015,95.93
28145,2015,0.06
28147,2015,0.06
28149,2015,4.57
28151,2015,241.38
28153,2015,0.50
28155,2015,0.63
28157,2015,0.45
28159,2015,0.05
28161,2015,1.18
28163,2015,37.89
29001,2015,0.10
29003,2015,0.34
29005,2015,14.20
29007,2015,17.59
29009,2015,0.43
29011,2015,12.96
29013,2015,2.56
29015,2015,0.82
29017,2015,7.86
29019,2015,6.15
29021,2015,0.52
29023,2015,143.79
29025,2015,0.12
29027,2015,6.31
29029,2015,0.06
29031,2015,13.48
29033,2015,4.05
29035,2015,0.28
29037,2015,3.26
29039,2015,0.68
29041,2015,4.50
29043,2015,0.08
29045,2015,3.70
29047,2015,0.74
29049,2015,0.34
29051,2015,1.00
29053,2015,0.86
29055,2015,0.04
29057,2015,7.59
29059,2015,0.28
29061,2015,0.16
29063,2015,0.02
29065,2015,0.52
29067,2015,0.42
29069,2015,181.22
29071,2015,1.47
29073,2015,0.43
29075,2015,0.06
29077,2015,0.37
29079,2015,0.62
29081,2015,0.06
29083,2015,0.68
29085,2015,0.18
29087,2015,22.14
29089,2015,3.20
29091,2015,0.16
29093,2015,0.56
29095,2015,0.39
29097,2015,4.03
29099,2015,0.36
29101,2015,2.20
29103,2015,0.34
29105,2015,0.24
29107,2015,2.13
29109,2015,2.64
29111,2015,2.37
29113,2015,1.52
29115,2015,0.37
29117,2015,0.52
29119,2015,0.35
29121,2015,0.40
29123,2015,0.18
29125,2015,0.22
29127,2015,3.60
29129,2015,0.22
29131,2015,1.57
29133,2015,100.56
29135,2015,0.26
29137,2015,1.24
29139,2015,3.76
29141,2015,0.25
29143,2015,228.58
29145,2015,0.34
29147,2015,0.40
29149,2015,0.47
29151,2015,2.66
29153,2015,0.16
29155,2015,142.72
29157,2015,0.96
29159,2015,0.52
29161,2015,0.08
29163,2015,4.34
29165,2015,2.00
29167,2015,1.56
29169,2015,0.13
29171,2015,0.28
29173,2015,1.32
29175,2015,1.26
29177,2015,8.93
29179,2015,0.04
29181,2015,14.06
29183,2015,1.25
29185,2015,0.60
29186,2015,0.24
29187,2015,0.11
29189,2015,0.60
29195,2015,4.02
29197,2015,0.00
29199,2015,0.46
29201,2015,84.20
29203,2015,0.06
29205,2015,1.82
29207,2015,263.71
29209,2015,0.15
29211,2015,0.18
29213,2015,0.10
29215,2015,0.08
29217,2015,6.23
29219,2015,1.22
29221,2015,0.04
29223,2015,0.46
29225,2015,0.26
29227,2015,0.12
29229,2015,0.21
29510,2015,0.00
30001,2015,832.32
30003,2015,322.59
30005,2015,343.05
30007,2015,197.95
30009,2015,503.79
30011,2015,34.75
30013,2015,170.92
30015,2015,90.29
30017,2015,131.57
30019,2015,6.24
30021,2015,78.99
30023,2015,68.91
30025,2015,0.50
30027,2015,122.96
30029,2015,69.91
30031,2015,467.69
30033,2015,10.90
30035,2015,69.48
30037,2015,29.14
30039,2015,122.55
30041,2015,48.62
30043,2015,80.92
30045,2015,132.84
30047,2015,214.60
30049,2015,165.17
30051,2015,38.46
30053,2015,12.84
30055,2015,31.48
30057,2015,719.16
30059,2015,209.58
30061,2015,1.37
30063,2015,137.04
30065,2015,72.09
30067,2015,279.73
30069,2015,54.00
30071,2015,315.41
30073,2015,134.58
30075,2015,78.79
30077,2015,167.16
30079,2015,71.39
30081,2015,381.65
30083,2015,322.44
30085,2015,117.62
30087,2015,155.31
30089,2015,65.07
30091,2015,19.20
30093,2015,11.90
30095,2015,132.05
30097,2015,256.93
30099,2015,392.75
30101,2015,18.91
30103,2015,107.59
30105,2015,242.55
30107,2015,169.36
30109,2015,1.40
30111,2015,418.16
31001,2015,155.00
31003,2015,143.49
31005,2015,11.67
31007,2015,23.57
31009,2015,14.56
31011,2015,89.44
31013,2015,90.27
31015,2015,13.14
31017,2015,67.56
31019,2015,205.29
31021,2015,27.37
31023,2015,31.39
31025,2015,1.43
31027,2015,66.33
31029,2015,173.56
31031,2015,61.57
31033,2015,31.09
31035,2015,122.53
31037,2015,24.31
31039,2015,25.62
31041,2015,190.46
31043,2015,11.92
31045,2015,16.70
31047,2015,199.99
31049,2015,20.24
31051,2015,16.43
31053,2015,40.33
31055,2015,9.60
31057,2015,100.75
31059,2015,81.40
31061,2015,67.88
31063,2015,45.47
31065,2015,34.83
31067,2015,48.44
31069,2015,34.29
31071,2015,18.40
31073,2015,71.73
31075,2015,1.23
31077,2015,74.93
31079,2015,220.35
31081,2015,173.35
31083,2015,56.22
31085,2015,51.99
31087,2015,25.32
31089,2015,272.72
31091,2015,3.86
31093,2015,119.73
31095,2015,79.22
31097,2015,15.10
31099,2015,178.41
31101,2015,96.00
31103,2015,33.63
31105,2015,21.52
31107,2015,53.70
31109,2015,6.06
31111,2015,205.03
31113,2015,27.14
31115,2015,11.66
31117,2015,10.99
31119,2015,8.59
31121,2015,162.27
31123,2015,103.66
31125,2015,44.19
31127,2015,9.63
31129,2015,58.94
31131,2015,2.79
31133,2015,3.05
31135,2015,109.22
31137,2015,192.96
31139,2015,76.37
31141,2015,124.04
31143,2015,48.67
31145,2015,36.56
31147,2015,6.15
31149,2015,53.74
31151,2015,68.77
31153,2015,3.98
31155,2015,18.62
31157,2015,152.44
31159,2015,59.06
31161,2015,41.24
31163,2015,68.69
31165,2015,27.69
31167,2015,17.88
31169,2015,101.57
31171,2015,1.79
31173,2015,8.25
31175,2015,76.02
31177,2015,14.81
31179,2015,30.62
31181,2015,39.76
31183,2015,54.55
31185,2015,137.82
32001,2015,163.78
32003,2015,34.48
32005,2015,78.89
32007,2015,349.23
32009,2015,53.29
32011,2015,121.61
32013,2015,440.78
32015,2015,120.04
32017,2015,59.15
32019,2015,268.29
32021,2015,9.40
32023,2015,61.81
32027,2015,156.31
32029,2015,0.00
32031,2015,50.29
32033,2015,92.87
32510,2015,5.88
33001,2015,0.41
33003,2015,0.39
33005,2015,0.21
33007,2015,0.17
33009,2015,0.38
33011,2015,1.41
33013,2015,0.79
33015,2015,0.95
33017,2015,0.38
33019,2015,0.11
34001,2015,15.15
34003,2015,0.85
34005,2015,22.50
34007,2015,1.86
34009,2015,1.37
34011,2015,18.53
34013,2015,0.75
34015,2015,4.95
34017,2015,0.02
34019,2015,1.11
34021,2015,0.64
34023,2015,1.94
34025,2015,3.69
34027,2015,0.82
34029,2015,8.25
34031,2015,0.32
34033,2015,7.99
34035,2015,1.53
34037,2015,0.48
34039,2015,0.54
34041,2015,0.65
35001,2015,41.52
35003,2015,19.07
35005,2015,130.81
35006,2015,4.86
35007,2015,54.07
35009,2015,127.56
35011,2015,36.97
35013,2015,372.57
35015,2015,137.42
35017,2015,31.69
35019,2015,18.43
35021,2015,2.26
35023,2015,46.26
35025,2015,148.17
35027,2015,18.92
35028,2015,0.00
35029,2015,103.36
35031,2015,0.98
35033,2015,11.52
35035,2015,20.90
35037,2015,39.24
35039,2015,97.35
35041,2015,165.97
35043,2015,45.18
35045,2015,199.77
35047,2015,32.98
35049,2015,21.69
35051,2015,34.12
35053,2015,120.51
35055,2015,82.20
35057,2015,40.90
35059,2015,35.55
35061,2015,130.46
36001,2015,0.75
36003,2015,0.23
36005,2015,0.02
36007,2015,0.45
36009,2015,0.59
36011,2015,0.37
36013,2015,0.86
36015,2015,0.14
36017,2015,0.29
36019,2015,0.20
36021,2015,1.05
36023,2015,0.19
36025,2015,0.29
36027,2015,1.01
36029,2015,2.01
36031,2015,0.27
36033,2015,0.38
36035,2015,0.19
36037,2015,2.92
36039,2015,0.56
36041,2015,0.08
36043,2015,0.21
36045,2015,0.54
36047,2015,0.05
36049,2015,0.15
36051,2015,0.30
36053,2015,0.82
36055,2015,1.30
36057,2015,0.15
36059,2015,2.83
36061,2015,0.00
36063,2015,1.83
36065,2015,0.74
36067,2015,1.60
36069,2015,0.68
36071,2015,2.02
36073,2015,2.31
36075,2015,0.66
36077,2015,0.34
36079,2015,0.26
36081,2015,0.23
36083,2015,0.55
36085,2015,0.18
36087,2015,0.63
36089,2015,0.49
36091,2015,0.64
36093,2015,0.42
36095,2015,0.29
36097,2015,0.13
36099,2015,0.24
36101,2015,0.61
36103,2015,9.07
36105,2015,0.52
36107,2015,0.55
36109,2015,0.25
36111,2015,2.34
36113,2015,0.25
36115,2015,0.41
36117,2015,1.46
36119,2015,2.64
36121,2015,1.60
36123,2015,0.38
37001,2015,3.32
37003,2015,2.05
37005,2015,1.87
37007,2015,2.80
37009,2015,3.06
37011,2015,5.10
37013,2015,3.88
37015,2015,2.51
37017,2015,7.30
37019,2015,7.23
37021,2015,1.93
37023,2015,9.45
37025,2015,1.96
37027,2015,7.39
37029,2015,0.00
37031,2015,2.72
37033,2015,1.57
37035,2015,3.35
37037,2015,2.37
37039,2015,0.33
37041,2015,3.08
37043,2015,0.36
37045,2015,1.43
37047,2015,2.80
37049,2015,3.79
37051,2015,5.84
37053,2015,1.56
37055,2015,0.86
37057,2015,2.91
37059,2015,1.18
37061,2015,7.86
37063,2015,2.17
37065,2015,4.34
37067,2015,4.00
37069,2015,2.47
37071,2015,1.51
37073,2015,2.98
37075,2015,0.12
37077,2015,1.17
37079,2015,4.98
37081,2015,7.92
37083,2015,3.31
37085,2015,8.86
37087,2015,1.24
37089,2015,4.85
37091,2015,3.52
37093,2015,1.06
37095,2015,0.52
37097,2015,5.70
37099,2015,1.70
37101,2015,4.15
37103,2015,2.45
37105,2015,1.96
37107,2015,3.41
37109,2015,1.53
37111,2015,5.71
37113,2015,0.85
37115,2015,1.06
37117,2015,1.39
37119,2015,6.60
37121,2015,0.73
37123,2015,3.80
37125,2015,9.02
37127,2015,4.24
37129,2015,2.82
37131,2015,3.34
37133,2015,7.94
37135,2015,2.29
37137,2015,2.82
37139,2015,0.79
37141,2015,4.67
37143,2015,2.27
37145,2015,1.28
37147,2015,5.08
37149,2015,1.48
37151,2015,3.81
37153,2015,1.03
37155,2015,6.92
37157,2015,3.05
37159,2015,4.10
37161,2015,1.06
37163,2015,12.77
37165,2015,2.78
37167,2015,1.39
37169,2015,1.16
37171,2015,4.61
37173,2015,0.20
37175,2015,4.52
37177,2015,0.00
37179,2015,3.12
37181,2015,1.68
37183,2015,9.28
37185,2015,0.89
37187,2015,3.25
37189,2015,0.73
37191,2015,5.36
37193,2015,0.67
37195,2015,4.63
37197,2015,0.60
37199,2015,1.37
38001,2015,0.00
38003,2015,0.35
38005,2015,0.63
38007,2015,0.28
38009,2015,0.24
38011,2015,0.48
38013,2015,0.21
38015,2015,5.39
38017,2015,3.55
38019,2015,0.01
38021,2015,9.62
38023,2015,1.52
38025,2015,1.07
38027,2015,0.46
38029,2015,6.62
38031,2015,2.70
38033,2015,0.10
38035,2015,8.58
38037,2015,0.38
38039,2015,1.83
38041,2015,0.02
38043,2015,15.66
38045,2015,4.53
38047,2015,1.50
38049,2015,19.40
38051,2015,0.32
38053,2015,78.53
38055,2015,4.16
38057,2015,1.74
38059,2015,1.94
38061,2015,0.31
38063,2015,0.62
38065,2015,5.64
38067,2015,0.75
38069,2015,0.13
38071,2015,0.16
38073,2015,15.04
38075,2015,0.00
38077,2015,2.06
38079,2015,0.24
38081,2015,9.71
38083,2015,0.14
38085,2015,0.04
38087,2015,0.49
38089,2015,0.25
38091,2015,1.42
38093,2015,3.49
38095,2015,0.00
38097,2015,0.09
38099,2015,0.67
38101,2015,0.75
38103,2015,0.11
38105,2015,18.85
39001,2015,0.01
39003,2015,0.34
39005,2015,0.06
39007,2015,0.06
39009,2015,0.02
39011,2015,0.09
39013,2015,0.02
39015,2015,0.01
39017,2015,0.30
39019,2015,0.04
39021,2015,1.15
39023,2015,4.73
39025,2015,0.17
39027,2015,0.09
39029,2015,0.25
39031,2015,0.36
39033,2015,0.06
39035,2015,0.46
39037,2015,0.12
39039,2015,0.14
39041,2015,1.17
39043,2015,6.95
39045,2015,0.37
39047,2015,0.04
39049,2015,1.60
39051,2015,0.07
39053,2015,0.00
39055,2015,0.48
39057,2015,1.98
39059,2015,0.02
39061,2015,0.28
39063,2015,0.15
39065,2015,0.00
39067,2015,0.00
39069,2015,0.03
39071,2015,0.00
39073,2015,0.00
39075,2015,0.00
39077,2015,0.95
39079,2015,0.00
39081,2015,0.08
39083,2015,0.53
39085,2015,10.15
39087,2015,0.00
39089,2015,0.30
39091,2015,0.00
39093,2015,6.37
39095,2015,0.55
39097,2015,0.02
39099,2015,0.22
39101,2015,0.20
39103,2015,0.73
39105,2015,0.00
39107,2015,0.08
39109,2015,1.03
39111,2015,0.04
39113,2015,2.23
39115,2015,0.00
39117,2015,0.04
39119,2015,0.19
39121,2015,0.00
39123,2015,0.02
39125,2015,0.00
39127,2015,0.00
39129,2015,1.85
39131,2015,0.05
39133,2015,0.38
39135,2015,0.03
39137,2015,0.12
39139,2015,0.06
39141,2015,0.45
39143,2015,0.12
39145,2015,0.16
39147,2015,0.10
39149,2015,2.03
39151,2015,1.07
39153,2015,0.73
39155,2015,0.25
39157,2015,0.36
39159,2015,0.19
39161,2015,0.10
39163,2015,0.00
39165,2015,0.48
39167,2015,0.00
39169,2015,0.19
39171,2015,0.56
39173,2015,0.31
39175,2015,0.01
40001,2015,0.26
40003,2015,3.17
40005,2015,0.86
40007,2015,55.24
40009,2015,11.49
40011,2015,5.74
40013,2015,6.21
40015,2015,61.60
40017,2015,4.36
40019,2015,0.56
40021,2015,3.46
40023,2015,0.32
40025,2015,136.53
40027,2015,0.75
40029,2015,0.01
40031,2015,0.79
40033,2015,0.17
40035,2015,0.00
40037,2015,0.20
40039,2015,13.81
40041,2015,0.00
40043,2015,4.42
40045,2015,11.69
40047,2015,2.15
40049,2015,0.70
40051,2015,27.84
40053,2015,2.41
40055,2015,6.62
40057,2015,28.13
40059,2015,17.95
40061,2015,0.10
40063,2015,4.07
40065,2015,67.49
40067,2015,0.28
40069,2015,2.65
40071,2015,5.99
40073,2015,11.36
40075,2015,2.32
40077,2015,0.10
40079,2015,4.74
40081,2015,0.16
40083,2015,1.99
40085,2015,0.92
40087,2015,1.45
40089,2015,1.69
40091,2015,0.08
40093,2015,19.26
40095,2015,2.25
40097,2015,0.00
40099,2015,0.66
40101,2015,9.70
40103,2015,0.02
40105,2015,0.00
40107,2015,0.12
40109,2015,3.44
40111,2015,0.00
40113,2015,1.21
40115,2015,0.09
40117,2015,0.21
40119,2015,0.71
40121,2015,0.05
40123,2015,2.94
40125,2015,1.33
40127,2015,0.76
40129,2015,3.32
40131,2015,1.74
40133,2015,0.05
40135,2015,1.46
40137,2015,1.02
40139,2015,324.14
40141,2015,16.37
40143,2015,4.87
40145,2015,2.16
40147,2015,0.54
40149,2015,8.92
40151,2015,5.08
40153,2015,5.77
41001,2015,253.12
41003,2015,76.72
41005,2015,100.35
41007,2015,0.70
41009,2015,4.50
41011,2015,18.69
41013,2015,141.30
41015,2015,7.05
41017,2015,70.35
41019,2015,74.81
41021,2015,26.34
41023,2015,37.65
41025,2015,418.27
41027,2015,49.70
41029,2015,333.54
41031,2015,127.84
41033,2015,39.02
41035,2015,656.33
41037,2015,325.67
41039,2015,76.65
41041,2015,2.01
41043,2015,94.32
41045,2015,659.19
41047,2015,310.25
41049,2015,206.26
41051,2015,27.28
41053,2015,64.78
41055,2015,7.49
41057,2015,5.07
41059,2015,292.48
41061,2015,180.55
41063,2015,133.97
41065,2015,49.03
41067,2015,148.22
41069,2015,25.46
41071,2015,112.57
42001,2015,0.95
42003,2015,1.73
42005,2015,0.29
42007,2015,0.40
42009,2015,0.19
42011,2015,1.21
42013,2015,0.23
42015,2015,0.09
42017,2015,0.91
42019,2015,0.80
42021,2015,0.32
42023,2015,0.03
42025,2015,0.27
42027,2015,0.65
42029,2015,1.63
42031,2015,0.12
42033,2015,0.18
42035,2015,0.35
42037,2015,0.36
42039,2015,0.46
42041,2015,0.86
42043,2015,0.74
42045,2015,0.74
42047,2015,0.12
42049,2015,0.96
42051,2015,0.23
42053,2015,0.04
42055,2015,1.25
42057,2015,0.07
42059,2015,0.08
42061,2015,0.48
42063,2015,0.21
42065,2015,0.12
42067,2015,0.08
42069,2015,0.49
42071,2015,2.71
42073,2015,0.34
42075,2015,0.79
42077,2015,0.82
42079,2015,0.57
42081,2015,0.30
42083,2015,0.13
42085,2015,0.45
42087,2015,0.08
42089,2015,0.50
42091,2015,2.65
42093,2015,0.10
42095,2015,0.49
42097,2015,0.54
42099,2015,0.10
42101,2015,0.37
42103,2015,0.18
42105,2015,0.04
42107,2015,0.74
42109,2015,0.36
42111,2015,0.33
42113,2015,0.04
42115,2015,0.15
42117,2015,0.15
42119,2015,0.07
42121,2015,0.11
42123,2015,0.16
42125,2015,0.81
42127,2015,0.19
42129,2015,1.37
42131,2015,0.14
42133,2015,0.90
44001,2015,0.11
44003,2015,0.45
44005,2015,0.47
44007,2015,0.77
44009,2015,2.45
45001,2015,0.00
45003,2015,4.89
45005,2015,7.10
45007,2015,0.04
45009,2015,4.49
45011,2015,3.26
45013,2015,4.57
45015,2015,0.05
45017,2015,11.15
45019,2015,1.06
45021,2015,0.00
45023,2015,0.08
45025,2015,1.60
45027,2015,3.26
45029,2015,6.17
45031,2015,3.16
45033,2015,0.89
45035,2015,0.23
45037,2015,5.25
45039,2015,0.00
45041,2015,0.90
45043,2015,2.25
45045,2015,0.87
45047,2015,0.01
45049,2015,5.93
45051,2015,3.24
45053,2015,0.88
45055,2015,0.29
45057,2015,0.09
45059,2015,0.04
45061,2015,3.68
45063,2015,7.86
45065,2015,0.23
45067,2015,0.77
45069,2015,1.64
45071,2015,0.64
45073,2015,0.42
45075,2015,19.87
45077,2015,0.30
45079,2015,0.72
45081,2015,5.76
45083,2015,0.45
45085,2015,11.14
45087,2015,0.00
45089,2015,0.58
45091,2015,0.41
46003,2015,0.02
46005,2015,8.39
46007,2015,8.60
46009,2015,6.80
46011,2015,6.65
46013,2015,2.77
46015,2015,2.38
46017,2015,8.37
46019,2015,4.54
46021,2015,5.19
46023,2015,6.93
46025,2015,2.46
46027,2015,8.85
46029,2015,3.97
46031,2015,0.27
46033,2015,1.59
46035,2015,0.51
46037,2015,0.57
46039,2015,0.59
46041,2015,0.23
46043,2015,1.55
46045,2015,0.34
46047,2015,1.57
46049,2015,0.11
46051,2015,3.36
46053,2015,0.73
46055,2015,0.14
46057,2015,4.29
46059,2015,0.36
46061,2015,0.38
46063,2015,0.71
46065,2015,17.20
46067,2015,2.00
46069,2015,0.10
46071,2015,0.47
46073,2015,1.72
46075,2015,0.00
46077,2015,1.96
46079,2015,0.69
46081,2015,1.10
46083,2015,1.12
46085,2015,2.10
46087,2015,0.05
46089,2015,2.10
46091,2015,0.07
46093,2015,2.93
46095,2015,0.75
46097,2015,0.00
46099,2015,1.45
46101,2015,0.48
46102,2015,0.00
46103,2015,2.76
46105,2015,0.14
46107,2015,2.05
46109,2015,1.96
46111,2015,0.00
46115,2015,15.38
46117,2015,0.06
46119,2015,11.75
46121,2015,12.80
46123,2015,2.30
46125,2015,15.60
46127,2015,6.14
46129,2015,0.70
46135,2015,9.53
46137,2015,0.00
47001,2015,0.02
47003,2015,0.17
47005,2015,0.00
47007,2015,0.30
47009,2015,0.31
47011,2015,0.05
47013,2015,0.03
47015,2015,0.03
47017,2015,0.70
47019,2015,0.01
47021,2015,0.22
47023,2015,0.21
47025,2015,0.01
47027,2015,0.01
47029,2015,0.29
47031,2015,0.97
47033,2015,1.50
47035,2015,0.57
47037,2015,3.31
47039,2015,0.01
47041,2015,0.35
47043,2015,0.34
47045,2015,5.90
47047,2015,1.96
47049,2015,0.01
47051,2015,0.68
47053,2015,1.80
47055,2015,0.89
47057,2015,0.15
47059,2015,1.45
47061,2015,0.19
47063,2015,0.19
47065,2015,1.88
47067,2015,0.01
47069,2015,0.38
47071,2015,0.77
47073,2015,0.07
47075,2015,5.06
47077,2015,0.03
47079,2015,1.60
47081,2015,0.13
47083,2015,0.01
47085,2015,0.12
47087,2015,0.00
47089,2015,0.17
47091,2015,0.06
47093,2015,0.17
47095,2015,5.52
47097,2015,4.70
47099,2015,0.28
47101,2015,0.03
47103,2015,1.42
47105,2015,0.04
47107,2015,0.07
47109,2015,0.24
47111,2015,0.05
47113,2015,2.82
47115,2015,0.02
47117,2015,0.02
47119,2015,0.23
47121,2015,0.03
47123,2015,0.04
47125,2015,0.25
47127,2015,0.00
47129,2015,0.00
47131,2015,2.16
47133,2015,0.02
47135,2015,0.00
47137,2015,0.00
47139,2015,0.03
47141,2015,0.06
47143,2015,0.29
47145,2015,0.08
47147,2015,0.89
47149,2015,0.25
47151,2015,0.02
47153,2015,0.01
47155,2015,0.26
47157,2015,2.46
47159,2015,0.08
47161,2015,0.06
47163,2015,0.13
47165,2015,0.44
47167,2015,2.02
47169,2015,0.03
47171,2015,0.00
47173,2015,0.01
47175,2015,0.02
47177,2015,1.93
47179,2015,0.30
47181,2015,0.08
47183,2015,1.21
47185,2015,0.03
47187,2015,1.53
47189,2015,0.59
48001,2015,0.61
48003,2015,13.05
48005,2015,0.10
48007,2015,0.00
48009,2015,0.00
48011,2015,4.00
48013,2015,19.59
48015,2015,4.42
48017,2015,49.06
48019,2015,0.53
48021,2015,3.39
48023,2015,2.57
48025,2015,1.75
48027,2015,1.64
48029,2015,8.10
48031,2015,1.20
48033,2015,1.69
48035,2015,2.00
48037,2015,5.75
48039,2015,47.11
48041,2015,16.33
48043,2015,1.76
48045,2015,14.78
48047,2015,0.21
48049,2015,6.77
48051,2015,11.30
48053,2015,0.47
48055,2015,0.41
48057,2015,3.00
48059,2015,0.25
48061,2015,167.17
48063,2015,0.00
48065,2015,70.47
48067,2015,0.00
48069,2015,219.89
48071,2015,76.57
48073,2015,0.44
48075,2015,10.30
48077,2015,1.05
48079,2015,66.54
48081,2015,0.38
48083,2015,0.27
48085,2015,3.01
48087,2015,33.64
48089,2015,61.56
48091,2015,0.47
48093,2015,18.91
48095,2015,4.01
48097,2015,0.57
48099,2015,0.32
48101,2015,3.50
48103,2015,0.00
48105,2015,0.01
48107,2015,33.74
48109,2015,40.78
48111,2015,259.52
48113,2015,6.47
48115,2015,48.14
48117,2015,97.57
48119,2015,4.26
48121,2015,2.00
48123,2015,0.19
48125,2015,7.06
48127,2015,3.17
48129,2015,22.94
48131,2015,1.41
48133,2015,2.91
48135,2015,0.65
48137,2015,0.11
48139,2015,0.74
48141,2015,128.52
48143,2015,5.48
48145,2015,5.18
48147,2015,10.46
48149,2015,0.42
48151,2015,3.19
48153,2015,73.40
48155,2015,1.76
48157,2015,22.00
48159,2015,0.07
48161,2015,0.28
48163,2015,51.61
48165,2015,278.64
48167,2015,2.82
48169,2015,8.02
48171,2015,2.29
48173,2015,22.56
48175,2015,2.73
48177,2015,2.83
48179,2015,25.12
48181,2015,2.03
48183,2015,0.02
48185,2015,0.18
48187,2015,0.70
48189,2015,182.49
48191,2015,24.56
48193,2015,0.35
48195,2015,130.56
48197,2015,10.99
48199,2015,0.12
48201,2015,8.18
48203,2015,0.36
48205,2015,295.60
48207,2015,35.07
48209,2015,0.40
48211,2015,2.75
48213,2015,0.94
48215,2015,223.20
48217,2015,1.31
48219,2015,102.01
48221,2015,6.43
48223,2015,2.42
48225,2015,1.12
48227,2015,3.30
48229,2015,81.69
48231,2015,0.18
48233,2015,45.94
48235,2015,0.57
48237,2015,0.08
48239,2015,35.29
48241,2015,0.11
48243,2015,0.67
48245,2015,58.50
48247,2015,0.07
48249,2015,1.37
48251,2015,0.47
48253,2015,2.26
48255,2015,0.72
48257,2015,0.31
48259,2015,0.30
48261,2015,0.00
48263,2015,0.56
48265,2015,0.93
48267,2015,2.17
48269,2015,0.00
48271,2015,2.83
48273,2015,0.05
48275,2015,25.86
48277,2015,5.96
48279,2015,151.31
48281,2015,0.34
48283,2015,1.65
48285,2015,4.93
48287,2015,0.46
48289,2015,0.11
48291,2015,12.64
48293,2015,0.01
48295,2015,31.35
48297,2015,0.86
48299,2015,0.54
48301,2015,0.00
48303,2015,150.08
48305,2015,58.55
48307,2015,1.98
48309,2015,4.37
48311,2015,0.00
48313,2015,0.09
48315,2015,0.01
48317,2015,31.68
48319,2015,4.43
48321,2015,38.61
48323,2015,29.72
48325,2015,33.87
48327,2015,3.74
48329,2015,0.64
48331,2015,4.70
48333,2015,5.30
48335,2015,11.82
48337,2015,0.28
48339,2015,2.48
48341,2015,133.98
48343,2015,0.01
48345,2015,7.81
48347,2015,0.09
48349,2015,0.03
48351,2015,0.04
48353,2015,9.69
48355,2015,0.31
48357,2015,67.23
48359,2015,3.01
48361,2015,1.70
48363,2015,1.02
48365,2015,1.00
48367,2015,0.95
48369,2015,129.91
48371,2015,138.24
48373,2015,0.19
48375,2015,0.47
48377,2015,2.68
48379,2015,0.03
48381,2015,5.40
48383,2015,17.98
48385,2015,0.18
48387,2015,3.65
48389,2015,43.97
48391,2015,0.44
48393,2015,6.31
48395,2015,41.20
48397,2015,0.15
48399,2015,4.03
48401,2015,0.12
48403,2015,0.00
48405,2015,0.00
48407,2015,0.06
48409,2015,5.68
48411,2015,6.26
48413,2015,1.56
48415,2015,5.56
48417,2015,0.14
48419,2015,0.01
48421,2015,220.44
48423,2015,0.61
48425,2015,0.10
48427,2015,4.07
48429,2015,0.12
48431,2015,0.82
48433,2015,0.06
48435,2015,0.91
48437,2015,64.13
48439,2015,3.83
48441,2015,1.04
48443,2015,0.75
48445,2015,79.94
48447,2015,0.04
48449,2015,1.11
48451,2015,45.09
48453,2015,3.56
48455,2015,0.41
48457,2015,0.26
48459,2015,0.16
48461,2015,5.79
48463,2015,32.68
48465,2015,2.50
48467,2015,0.47
48469,2015,7.09
48471,2015,0.21
48473,2015,8.05
48475,2015,2.98
48477,2015,0.15
48479,2015,1.76
48481,2015,125.99
48483,2015,13.57
48485,2015,11.38
48487,2015,17.73
48489,2015,34.17
48491,2015,0.24
48493,2015,9.35
48495,2015,1.45
48497,2015,1.27
48499,2015,0.28
48501,2015,83.67
48503,2015,0.55
48505,2015,0.92
48507,2015,30.01
49001,2015,84.78
49003,2015,410.36
49005,2015,123.01
49007,2015,37.66
49009,2015,19.45
49011,2015,44.53
49013,2015,307.07
49015,2015,127.06
49017,2015,53.74
49019,2015,19.01
49021,2015,161.97
49023,2015,61.13
49025,2015,13.12
49027,2015,297.96
