GEOID,County,State,farmfertN-kg-2017
54015,Clay,WV,31689
54017,Doddridge,WV,94117
54019,Fayette,WV,90506
54021,Gilmer,WV,80024
54023,Grant,WV,331732
54025,Greenbrier,WV,772974
54027,Hampshire,WV,375362
54029,Hancock,WV,35342
54031,Hardy,WV,483528
54033,Harrison,WV,227224
54035,Jackson,WV,242077
54037,Jefferson,WV,1119055
54039,Kanawha,WV,40182
54041,Lewis,WV,189548
54043,Lincoln,WV,32425
54045,Logan,WV,6724
54047,McDowell,WV,8519
54049,Marion,WV,115039
54051,Marshall,WV,118217
54053,Mason,WV,830584
54055,Mercer,WV,251364
54057,Mineral,WV,248648
54059,Mingo,WV,4052
54061,Monongalia,WV,156755
54063,Monroe,WV,746474
54065,Morgan,WV,124967
54067,Nicholas,WV,155177
54069,Ohio,WV,116316
54071,Pendleton,WV,457330
54073,Pleasants,WV,55808
54075,Pocahontas,WV,364322
54077,Preston,WV,801541
54079,Putnam,WV,136982
54081,Raleigh,WV,173415
54083,Randolph,WV,155824
54085,Ritchie,WV,179490
54087,Roane,WV,216877
54089,Summers,WV,190464
54091,Taylor,WV,175600
54093,Tucker,WV,69188
54095,Tyler,WV,93005
54097,Upshur,WV,161681
54099,Wayne,WV,76866
54101,Webster,WV,12662
54103,Wetzel,WV,38531
54105,Wirt,WV,106179
54107,Wood,WV,134090
54109,Wyoming,WV,6963
55001,Adams,WI,6319887
55003,Ashland,WI,336354
55005,Barron,WI,7375816
55007,Bayfield,WI,284311
55009,Brown,WI,4520249
55011,Buffalo,WI,5829179
55013,Burnett,WI,1132077
55015,Calumet,WI,4219683
55017,Chippewa,WI,7474743
55019,Clark,WI,9014256
55021,Columbia,WI,9169989
55023,Crawford,WI,2848444
55025,Dane,WI,16269280
55027,Dodge,WI,11653799
55029,Door,WI,2355358
55031,Douglas,WI,82902
55033,Dunn,WI,9782265
55035,Eau Claire,WI,2807053
55037,Florence,WI,60609
55039,Fond du Lac,WI,8455870
55041,Forest,WI,175723
55043,Grant,WI,14061655
55045,Green,WI,8568522
55047,Green Lake,WI,4222475
55049,Iowa,WI,7787010
55051,Iron,WI,103056
55053,Jackson,WI,4116953
55055,Jefferson,WI,6276478
55057,Juneau,WI,4088307
55059,Kenosha,WI,2272560
55061,Kewaunee,WI,4192691
55063,La Crosse,WI,2490486
55065,Lafayette,WI,10897520
55067,Langlade,WI,3339275
55069,Lincoln,WI,842463
55071,Manitowoc,WI,5113550
55073,Marathon,WI,9974273
55075,Marinette,WI,2519343
55077,Marquette,WI,2951789
55079,Milwaukee,WI,191944
55081,Monroe,WI,5056437
55083,Oconto,WI,4098796
55085,Oneida,WI,166326
55087,Outagamie,WI,6870917
55089,Ozaukee,WI,1285732
55091,Pepin,WI,2902198
55093,Pierce,WI,6565761
55095,Polk,WI,5516748
55097,Portage,WI,12663014
55099,Price,WI,337478
55101,Racine,WI,3927264
55103,Richland,WI,3342057
55105,Rock,WI,13223675
55107,Rusk,WI,1401136
55109,St. Croix,WI,7518117
55111,Sauk,WI,6461334
55113,Sawyer,WI,678169
55115,Shawano,WI,6528052
55117,Sheboygan,WI,4836741
55119,Taylor,WI,2621991
55121,Trempealeau,WI,7308107
55123,Vernon,WI,4653203
55125,Vilas,WI,142731
55127,Walworth,WI,5989966
55129,Washburn,WI,881660
55131,Washington,WI,3524251
55133,Waukesha,WI,2280401
55135,Waupaca,WI,3927030
55137,Waushara,WI,6152583
55139,Winnebago,WI,4128765
55141,Wood,WI,3518363
56001,Albany,WY,1322074
56003,Big Horn,WY,7843619
56005,Campbell,WY,710396
56007,Carbon,WY,1758287
56009,Converse,WY,1121825
56011,Crook,WY,799482
56013,Fremont,WY,11352567
56015,Goshen,WY,5298496
56017,Hot Springs,WY,254666
56019,Johnson,WY,739872
56021,Laramie,WY,3946952
56023,Lincoln,WY,1223697
56025,Natrona,WY,1170532
56027,Niobrara,WY,920373
56029,Park,WY,8188953
56031,Platte,WY,2140454
56033,Sheridan,WY,1461946
56035,Sublette,WY,640199
56037,Sweetwater,WY,421877
56039,Teton,WY,205866
56041,Uinta,WY,1182466
56043,Washakie,WY,3037691
56045,Weston,WY,282249
